name,type,start_time,duration,"mosi","miso"
"SPI","result",2.35837869,1.9375e-06,0xFF,0x00
"SPI","result",2.3583835,1.9375e-06,0xFF,0x00
"SPI","result",2.35838831,2e-06,0xFF,0x00
"SPI","result",2.35839313,2e-06,0xFF,0x00
"SPI","result",2.35839794,2e-06,0xFF,0x00
"SPI","result",2.35840275,2e-06,0xFF,0x00
"SPI","result",2.35840762,1.9375e-06,0xFF,0x00
"SPI","result",2.35841244,1.9375e-06,0xFF,0x00
"SPI","result",2.35841725,1.9375e-06,0xFF,0x00
"SPI","result",2.35842206,1.9375e-06,0xFF,0x00
"SPI","result",2.35842688,1.9375e-06,0xFF,0x00
"SPI","result",2.35843169,1.9375e-06,0xFF,0x00
"SPI","result",2.3584365,1.9375e-06,0xFF,0x00
"SPI","result",2.35844131,1.9375e-06,0xFF,0x00
"SPI","result",2.35844612,1.9375e-06,0xFF,0x00
"SPI","result",2.35845094,1.9375e-06,0xFF,0x00
"SPI","result",2.35845575,1.9375e-06,0xFF,0x00
"SPI","result",2.35846056,1.9375e-06,0xFF,0x00
"SPI","result",2.35846538,1.9375e-06,0xFF,0x00
"SPI","result",2.35847019,1.9375e-06,0xFF,0x00
"SPI","result",2.358475,1.9375e-06,0xFF,0x00
"SPI","result",2.35847981,1.9375e-06,0xFF,0x00
"SPI","result",2.35848463,1.9375e-06,0xFF,0x00
"SPI","result",2.35848944,1.9375e-06,0xFF,0x00
"SPI","result",2.35849425,1.9375e-06,0xFF,0x00
"SPI","result",2.35849906,1.9375e-06,0xFF,0x00
"SPI","result",2.35850387,1.9375e-06,0xFF,0x00
"SPI","result",2.35850869,1.9375e-06,0xFF,0xFF
"SPI","result",2.35852225,1.9375e-06,0xFF,0xFF
"SPI","result",2.35852637,1.9375e-06,0x4D,0xFF
"SPI","result",2.35854031,1.9375e-06,0x00,0xFF
"SPI","result",2.35855106,1.9375e-06,0x00,0xFF
"SPI","result",2.35855831,1.9375e-06,0x00,0xFF
"SPI","result",2.35856206,1.9375e-06,0x00,0xFF
"SPI","result",2.35856575,1.9375e-06,0xFF,0xFF
"SPI","result",2.35856894,1.9375e-06,0xFF,0xFF
"SPI","result",2.35857262,1.9375e-06,0xFF,0x00
"SPI","result",2.35857762,1.9375e-06,0xFF,0x00
"SPI","disable",2.35858406,6.25000002e-08,,
"SPI","enable",2.35872162,6.25000002e-08,,
"SPI","result",2.35872481,1.9375e-06,0xFF,0xFF
"SPI","result",2.35872894,1.9375e-06,0x51,0xFF
"SPI","result",2.35874287,1.9375e-06,0x00,0xFF
"SPI","result",2.35875362,1.9375e-06,0x00,0xFF
"SPI","result",2.35876088,1.9375e-06,0x42,0xFF
"SPI","result",2.35876463,1.9375e-06,0x00,0xFF
"SPI","result",2.35876831,2e-06,0xFF,0xFF
"SPI","result",2.3587715,2e-06,0xFF,0xFF
"SPI","result",2.35877519,2e-06,0xFF,0x00
"SPI","result",2.35878144,2e-06,0xFF,0xFF
"SPI","result",2.35878638,2e-06,0xFF,0xFF
"SPI","result",2.35879131,2e-06,0xFF,0xFF
"SPI","result",2.35879631,1.9375e-06,0xFF,0xFF
"SPI","result",2.35880125,1.9375e-06,0xFF,0xFF
"SPI","result",2.35880619,1.9375e-06,0xFF,0xFF
"SPI","result",2.35881112,1.9375e-06,0xFF,0xFF
"SPI","result",2.35881606,1.9375e-06,0xFF,0xFF
"SPI","result",2.358821,1.9375e-06,0xFF,0xFF
"SPI","result",2.35882594,1.9375e-06,0xFF,0xFF
"SPI","result",2.35883088,1.9375e-06,0xFF,0xFF
"SPI","result",2.35883581,1.9375e-06,0xFF,0xFF
"SPI","result",2.35884075,1.9375e-06,0xFF,0xFF
"SPI","result",2.35884569,1.9375e-06,0xFF,0xFF
"SPI","result",2.35885063,1.9375e-06,0xFF,0xFF
"SPI","result",2.35885556,1.9375e-06,0xFF,0xFF
"SPI","result",2.3588605,1.9375e-06,0xFF,0xFF
"SPI","result",2.35886544,1.9375e-06,0xFF,0xFF
"SPI","result",2.35887037,1.9375e-06,0xFF,0xFF
"SPI","result",2.35887531,1.9375e-06,0xFF,0xFE
"SPI","result",2.35888,1.9375e-06,0xFF,0xF8
"SPI","result",2.35888362,1.9375e-06,0xFF,0xFF
"SPI","result",2.35888725,1.9375e-06,0xFF,0xFF
"SPI","result",2.35889088,1.9375e-06,0xFF,0xFF
"SPI","result",2.3588945,1.9375e-06,0xFF,0xFF
"SPI","result",2.35889813,1.9375e-06,0xFF,0xFF
"SPI","result",2.35890175,1.9375e-06,0xFF,0x00
"SPI","result",2.35890537,1.9375e-06,0xFF,0x00
"SPI","result",2.358909,1.9375e-06,0xFF,0x00
"SPI","result",2.35891262,1.9375e-06,0xFF,0x00
"SPI","result",2.35891625,1.9375e-06,0xFF,0x00
"SPI","result",2.35891988,1.9375e-06,0xFF,0x00
"SPI","result",2.3589235,1.9375e-06,0xFF,0x00
"SPI","result",2.35892713,1.9375e-06,0xFF,0x00
"SPI","result",2.35893075,1.9375e-06,0xFF,0x00
"SPI","result",2.35893438,1.9375e-06,0xFF,0x00
"SPI","result",2.358938,1.9375e-06,0xFF,0x00
"SPI","result",2.35894162,1.9375e-06,0xFF,0x00
"SPI","result",2.35894525,1.9375e-06,0xFF,0x00
"SPI","result",2.35894887,1.9375e-06,0xFF,0x00
"SPI","result",2.3589525,1.9375e-06,0xFF,0x00
"SPI","result",2.35895613,1.9375e-06,0xFF,0x00
"SPI","result",2.35895975,1.9375e-06,0xFF,0x00
"SPI","result",2.35896338,1.9375e-06,0xFF,0x00
"SPI","result",2.358967,1.9375e-06,0xFF,0x00
"SPI","result",2.35897062,1.9375e-06,0xFF,0x00
"SPI","result",2.35897425,1.9375e-06,0xFF,0x00
"SPI","result",2.35897787,1.9375e-06,0xFF,0x00
"SPI","result",2.3589815,1.9375e-06,0xFF,0x00
"SPI","result",2.35898512,1.9375e-06,0xFF,0x00
"SPI","result",2.35898875,1.9375e-06,0xFF,0x00
"SPI","result",2.35899238,1.9375e-06,0xFF,0x00
"SPI","result",2.358996,1.9375e-06,0xFF,0x00
"SPI","result",2.35899963,1.9375e-06,0xFF,0x00
"SPI","result",2.35900325,1.9375e-06,0xFF,0x00
"SPI","result",2.35900687,1.9375e-06,0xFF,0x00
"SPI","result",2.3590105,1.9375e-06,0xFF,0x00
"SPI","result",2.35901412,1.9375e-06,0xFF,0x00
"SPI","result",2.35901775,1.9375e-06,0xFF,0x00
"SPI","result",2.35902138,1.9375e-06,0xFF,0x00
"SPI","result",2.359025,1.9375e-06,0xFF,0x00
"SPI","result",2.35902863,1.9375e-06,0xFF,0x00
"SPI","result",2.35903225,1.9375e-06,0xFF,0x00
"SPI","result",2.35903588,1.9375e-06,0xFF,0x00
"SPI","result",2.3590395,1.9375e-06,0xFF,0x00
"SPI","result",2.35904312,1.9375e-06,0xFF,0x00
"SPI","result",2.35904675,1.9375e-06,0xFF,0x00
"SPI","result",2.35905037,1.9375e-06,0xFF,0x00
"SPI","result",2.359054,1.9375e-06,0xFF,0x00
"SPI","result",2.35905763,1.9375e-06,0xFF,0x00
"SPI","result",2.35906125,1.9375e-06,0xFF,0x00
"SPI","result",2.35906488,1.9375e-06,0xFF,0x00
"SPI","result",2.3590685,1.9375e-06,0xFF,0x00
"SPI","result",2.35907212,1.9375e-06,0xFF,0x00
"SPI","result",2.35907575,1.9375e-06,0xFF,0x00
"SPI","result",2.35907937,1.9375e-06,0xFF,0x00
"SPI","result",2.359083,1.9375e-06,0xFF,0x00
"SPI","result",2.35908663,1.9375e-06,0xFF,0x00
"SPI","result",2.35909025,1.9375e-06,0xFF,0x00
"SPI","result",2.35909388,1.9375e-06,0xFF,0x00
"SPI","result",2.3590975,1.9375e-06,0xFF,0x00
"SPI","result",2.35910113,1.9375e-06,0xFF,0x00
"SPI","result",2.35910475,1.9375e-06,0xFF,0x00
"SPI","result",2.35910837,1.9375e-06,0xFF,0x00
"SPI","result",2.359112,1.9375e-06,0xFF,0x00
"SPI","result",2.35911562,1.9375e-06,0xFF,0x00
"SPI","result",2.35911925,1.9375e-06,0xFF,0x00
"SPI","result",2.35912288,1.9375e-06,0xFF,0x00
"SPI","result",2.3591265,1.9375e-06,0xFF,0x00
"SPI","result",2.35913013,1.9375e-06,0xFF,0x00
"SPI","result",2.35913375,1.9375e-06,0xFF,0x00
"SPI","result",2.35913737,1.9375e-06,0xFF,0x00
"SPI","result",2.359141,1.9375e-06,0xFF,0x00
"SPI","result",2.35914462,1.9375e-06,0xFF,0x00
"SPI","result",2.35914825,1.9375e-06,0xFF,0x00
"SPI","result",2.35915187,1.9375e-06,0xFF,0x00
"SPI","result",2.3591555,1.9375e-06,0xFF,0x00
"SPI","result",2.35915913,2e-06,0xFF,0x00
"SPI","result",2.35916275,2e-06,0xFF,0x00
"SPI","result",2.35916638,2e-06,0xFF,0x00
"SPI","result",2.35917,2e-06,0xFF,0x00
"SPI","result",2.35917362,2e-06,0xFF,0x00
"SPI","result",2.35917725,2e-06,0xFF,0x00
"SPI","result",2.35918094,1.9375e-06,0xFF,0x00
"SPI","result",2.35918456,1.9375e-06,0xFF,0x00
"SPI","result",2.35918819,1.9375e-06,0xFF,0x00
"SPI","result",2.35919181,1.9375e-06,0xFF,0x00
"SPI","result",2.35919544,1.9375e-06,0xFF,0x00
"SPI","result",2.35919906,1.9375e-06,0xFF,0x00
"SPI","result",2.35920269,1.9375e-06,0xFF,0x00
"SPI","result",2.35920631,1.9375e-06,0xFF,0x00
"SPI","result",2.35920994,1.9375e-06,0xFF,0x00
"SPI","result",2.35921356,1.9375e-06,0xFF,0x00
"SPI","result",2.35921719,1.9375e-06,0xFF,0x00
"SPI","result",2.35922081,1.9375e-06,0xFF,0x00
"SPI","result",2.35922444,1.9375e-06,0xFF,0x00
"SPI","result",2.35922806,1.9375e-06,0xFF,0x00
"SPI","result",2.35923169,1.9375e-06,0xFF,0x00
"SPI","result",2.35923531,1.9375e-06,0xFF,0x00
"SPI","result",2.35923894,1.9375e-06,0xFF,0x00
"SPI","result",2.35924256,1.9375e-06,0xFF,0x00
"SPI","result",2.35924619,1.9375e-06,0xFF,0x00
"SPI","result",2.35924981,1.9375e-06,0xFF,0x00
"SPI","result",2.35925344,1.9375e-06,0xFF,0x00
"SPI","result",2.35925706,1.9375e-06,0xFF,0x00
"SPI","result",2.35926069,1.9375e-06,0xFF,0x00
"SPI","result",2.35926431,1.9375e-06,0xFF,0x00
"SPI","result",2.35926794,1.9375e-06,0xFF,0x00
"SPI","result",2.35927156,1.9375e-06,0xFF,0x00
"SPI","result",2.35927519,1.9375e-06,0xFF,0x00
"SPI","result",2.35927881,1.9375e-06,0xFF,0x00
"SPI","result",2.35928244,1.9375e-06,0xFF,0x00
"SPI","result",2.35928606,1.9375e-06,0xFF,0x00
"SPI","result",2.35928969,1.9375e-06,0xFF,0x00
"SPI","result",2.35929331,1.9375e-06,0xFF,0x00
"SPI","result",2.35929694,1.9375e-06,0xFF,0x00
"SPI","result",2.35930056,1.9375e-06,0xFF,0x00
"SPI","result",2.35930419,1.9375e-06,0xFF,0x00
"SPI","result",2.35930781,1.9375e-06,0xFF,0x00
"SPI","result",2.35931144,1.9375e-06,0xFF,0x00
"SPI","result",2.35931506,1.9375e-06,0xFF,0x00
"SPI","result",2.35931869,1.9375e-06,0xFF,0x00
"SPI","result",2.35932231,1.9375e-06,0xFF,0x00
"SPI","result",2.35932594,1.9375e-06,0xFF,0x00
"SPI","result",2.35932956,1.9375e-06,0xFF,0x00
"SPI","result",2.35933319,1.9375e-06,0xFF,0x00
"SPI","result",2.35933681,1.9375e-06,0xFF,0x00
"SPI","result",2.35934044,1.9375e-06,0xFF,0x00
"SPI","result",2.35934987,1.9375e-06,0xFF,0x00
"SPI","result",2.3593535,1.9375e-06,0xFF,0x00
"SPI","result",2.35935712,1.9375e-06,0xFF,0x00
"SPI","result",2.35936075,1.9375e-06,0xFF,0x00
"SPI","result",2.35936438,1.9375e-06,0xFF,0x00
"SPI","result",2.359368,1.9375e-06,0xFF,0x00
"SPI","result",2.35937163,1.9375e-06,0xFF,0x00
"SPI","result",2.35937525,1.9375e-06,0xFF,0x00
"SPI","result",2.35937887,1.9375e-06,0xFF,0x00
"SPI","result",2.3593825,1.9375e-06,0xFF,0x00
"SPI","result",2.35938612,1.9375e-06,0xFF,0x00
"SPI","result",2.35938975,1.9375e-06,0xFF,0x00
"SPI","result",2.35939337,1.9375e-06,0xFF,0x00
"SPI","result",2.359397,1.9375e-06,0xFF,0x00
"SPI","result",2.35940063,1.9375e-06,0xFF,0x00
"SPI","result",2.35940425,1.9375e-06,0xFF,0x00
"SPI","result",2.35940788,1.9375e-06,0xFF,0x00
"SPI","result",2.3594115,1.9375e-06,0xFF,0x00
"SPI","result",2.35941512,1.9375e-06,0xFF,0x00
"SPI","result",2.35941875,1.9375e-06,0xFF,0x00
"SPI","result",2.35942237,1.9375e-06,0xFF,0x00
"SPI","result",2.359426,1.9375e-06,0xFF,0x00
"SPI","result",2.35942963,1.9375e-06,0xFF,0x00
"SPI","result",2.35943325,1.9375e-06,0xFF,0x00
"SPI","result",2.35943688,1.9375e-06,0xFF,0x00
"SPI","result",2.3594405,1.9375e-06,0xFF,0x00
"SPI","result",2.35944413,1.9375e-06,0xFF,0x00
"SPI","result",2.35944775,1.9375e-06,0xFF,0x00
"SPI","result",2.35945137,1.9375e-06,0xFF,0x00
"SPI","result",2.359455,1.9375e-06,0xFF,0x00
"SPI","result",2.35945862,1.9375e-06,0xFF,0x00
"SPI","result",2.35946225,1.9375e-06,0xFF,0x00
"SPI","result",2.35946588,1.9375e-06,0xFF,0x00
"SPI","result",2.3594695,1.9375e-06,0xFF,0x00
"SPI","result",2.35947313,1.9375e-06,0xFF,0x00
"SPI","result",2.35947675,1.9375e-06,0xFF,0x00
"SPI","result",2.35948037,1.9375e-06,0xFF,0x00
"SPI","result",2.359484,1.9375e-06,0xFF,0x00
"SPI","result",2.35948762,1.9375e-06,0xFF,0x00
"SPI","result",2.35949125,1.9375e-06,0xFF,0x00
"SPI","result",2.35949488,1.9375e-06,0xFF,0x00
"SPI","result",2.3594985,1.9375e-06,0xFF,0x00
"SPI","result",2.35950213,1.9375e-06,0xFF,0x00
"SPI","result",2.35950575,1.9375e-06,0xFF,0x00
"SPI","result",2.35950938,1.9375e-06,0xFF,0x00
"SPI","result",2.359513,1.9375e-06,0xFF,0x00
"SPI","result",2.35951662,1.9375e-06,0xFF,0x00
"SPI","result",2.35952025,1.9375e-06,0xFF,0x00
"SPI","result",2.35952387,1.9375e-06,0xFF,0x00
"SPI","result",2.3595275,1.9375e-06,0xFF,0x00
"SPI","result",2.35953113,1.9375e-06,0xFF,0x00
"SPI","result",2.35953475,1.9375e-06,0xFF,0x00
"SPI","result",2.35953838,1.9375e-06,0xFF,0x00
"SPI","result",2.359542,2e-06,0xFF,0x00
"SPI","result",2.35954562,2e-06,0xFF,0x00
"SPI","result",2.35954925,2e-06,0xFF,0x00
"SPI","result",2.35955287,2e-06,0xFF,0x00
"SPI","result",2.3595565,2e-06,0xFF,0x00
"SPI","result",2.35956012,2e-06,0xFF,0x00
"SPI","result",2.35956381,1.9375e-06,0xFF,0x00
"SPI","result",2.35956744,1.9375e-06,0xFF,0x00
"SPI","result",2.35957106,1.9375e-06,0xFF,0x00
"SPI","result",2.35957469,1.9375e-06,0xFF,0x00
"SPI","result",2.35957831,1.9375e-06,0xFF,0x00
"SPI","result",2.35958194,1.9375e-06,0xFF,0x00
"SPI","result",2.35958556,1.9375e-06,0xFF,0x00
"SPI","result",2.35958919,1.9375e-06,0xFF,0x00
"SPI","result",2.35959281,1.9375e-06,0xFF,0x00
"SPI","result",2.35959644,1.9375e-06,0xFF,0x00
"SPI","result",2.35960006,1.9375e-06,0xFF,0x00
"SPI","result",2.35960369,1.9375e-06,0xFF,0x00
"SPI","result",2.35960731,1.9375e-06,0xFF,0x00
"SPI","result",2.35961094,1.9375e-06,0xFF,0x00
"SPI","result",2.35961456,1.9375e-06,0xFF,0x00
"SPI","result",2.35961819,1.9375e-06,0xFF,0x00
"SPI","result",2.35962181,1.9375e-06,0xFF,0x00
"SPI","result",2.35962544,1.9375e-06,0xFF,0x00
"SPI","result",2.35962906,1.9375e-06,0xFF,0x00
"SPI","result",2.35963269,1.9375e-06,0xFF,0x00
"SPI","result",2.35963631,1.9375e-06,0xFF,0x00
"SPI","result",2.35963994,1.9375e-06,0xFF,0x00
"SPI","result",2.35964356,1.9375e-06,0xFF,0x00
"SPI","result",2.35964719,1.9375e-06,0xFF,0x00
"SPI","result",2.35965081,1.9375e-06,0xFF,0x00
"SPI","result",2.35965444,1.9375e-06,0xFF,0x00
"SPI","result",2.35965806,1.9375e-06,0xFF,0x00
"SPI","result",2.35966169,1.9375e-06,0xFF,0x00
"SPI","result",2.35966531,1.9375e-06,0xFF,0x00
"SPI","result",2.35966894,1.9375e-06,0xFF,0x00
"SPI","result",2.35967256,1.9375e-06,0xFF,0x00
"SPI","result",2.35967619,1.9375e-06,0xFF,0x00
"SPI","result",2.35967981,1.9375e-06,0xFF,0x00
"SPI","result",2.35968344,1.9375e-06,0xFF,0x00
"SPI","result",2.35968706,1.9375e-06,0xFF,0x00
"SPI","result",2.35969069,1.9375e-06,0xFF,0x00
"SPI","result",2.35969431,1.9375e-06,0xFF,0x00
"SPI","result",2.35969794,1.9375e-06,0xFF,0x00
"SPI","result",2.35970156,1.9375e-06,0xFF,0x00
"SPI","result",2.35970519,1.9375e-06,0xFF,0x00
"SPI","result",2.35970881,1.9375e-06,0xFF,0x00
"SPI","result",2.35971244,1.9375e-06,0xFF,0x00
"SPI","result",2.35971606,1.9375e-06,0xFF,0x00
"SPI","result",2.35971969,1.9375e-06,0xFF,0x00
"SPI","result",2.35972331,1.9375e-06,0xFF,0x00
"SPI","result",2.35972694,1.9375e-06,0xFF,0x00
"SPI","result",2.35973056,1.9375e-06,0xFF,0x00
"SPI","result",2.35973419,1.9375e-06,0xFF,0x00
"SPI","result",2.35973781,1.9375e-06,0xFF,0x00
"SPI","result",2.35974144,1.9375e-06,0xFF,0x00
"SPI","result",2.35974506,1.9375e-06,0xFF,0x00
"SPI","result",2.35974869,1.9375e-06,0xFF,0x00
"SPI","result",2.35975231,1.9375e-06,0xFF,0x00
"SPI","result",2.35975594,1.9375e-06,0xFF,0x00
"SPI","result",2.35975956,1.9375e-06,0xFF,0x00
"SPI","result",2.35976319,1.9375e-06,0xFF,0x00
"SPI","result",2.35976681,1.9375e-06,0xFF,0x00
"SPI","result",2.35977044,1.9375e-06,0xFF,0x00
"SPI","result",2.35977406,1.9375e-06,0xFF,0x00
"SPI","result",2.35977769,1.9375e-06,0xFF,0x00
"SPI","result",2.35978131,1.9375e-06,0xFF,0x00
"SPI","result",2.35978494,1.9375e-06,0xFF,0x00
"SPI","result",2.35978856,1.9375e-06,0xFF,0x00
"SPI","result",2.35979219,1.9375e-06,0xFF,0x00
"SPI","result",2.35979581,1.9375e-06,0xFF,0x00
"SPI","result",2.35979944,1.9375e-06,0xFF,0x00
"SPI","result",2.35980306,1.9375e-06,0xFF,0x00
"SPI","result",2.35980669,1.9375e-06,0xFF,0x00
"SPI","result",2.35981031,1.9375e-06,0xFF,0x00
"SPI","result",2.35981394,1.9375e-06,0xFF,0x00
"SPI","result",2.35981756,1.9375e-06,0xFF,0x00
"SPI","result",2.35982119,1.9375e-06,0xFF,0x00
"SPI","result",2.35982481,1.9375e-06,0xFF,0x00
"SPI","result",2.35982844,1.9375e-06,0xFF,0x00
"SPI","result",2.35983206,1.9375e-06,0xFF,0x00
"SPI","result",2.35983569,1.9375e-06,0xFF,0x00
"SPI","result",2.35983931,1.9375e-06,0xFF,0x00
"SPI","result",2.35984294,1.9375e-06,0xFF,0x00
"SPI","result",2.35984656,1.9375e-06,0xFF,0x00
"SPI","result",2.35985019,1.9375e-06,0xFF,0x00
"SPI","result",2.35985381,1.9375e-06,0xFF,0x00
"SPI","result",2.35985744,1.9375e-06,0xFF,0x00
"SPI","result",2.35986106,1.9375e-06,0xFF,0x00
"SPI","result",2.35986469,1.9375e-06,0xFF,0x00
"SPI","result",2.35986831,1.9375e-06,0xFF,0x00
"SPI","result",2.35987194,1.9375e-06,0xFF,0x00
"SPI","result",2.35987556,1.9375e-06,0xFF,0x00
"SPI","result",2.35987919,1.9375e-06,0xFF,0x00
"SPI","result",2.35988281,1.9375e-06,0xFF,0x00
"SPI","result",2.35988644,1.9375e-06,0xFF,0x00
"SPI","result",2.35989006,1.9375e-06,0xFF,0x00
"SPI","result",2.35989369,1.9375e-06,0xFF,0x00
"SPI","result",2.35989731,1.9375e-06,0xFF,0x00
"SPI","result",2.35990094,1.9375e-06,0xFF,0x00
"SPI","result",2.35990456,1.9375e-06,0xFF,0x00
"SPI","result",2.35990819,1.9375e-06,0xFF,0x00
"SPI","result",2.35991181,1.9375e-06,0xFF,0x00
"SPI","result",2.35991544,1.9375e-06,0xFF,0x00
"SPI","result",2.35991906,1.9375e-06,0xFF,0x00
"SPI","result",2.35992269,1.9375e-06,0xFF,0x00
"SPI","result",2.35992631,1.9375e-06,0xFF,0x00
"SPI","result",2.35992994,2e-06,0xFF,0x00
"SPI","result",2.35993356,2e-06,0xFF,0x00
"SPI","result",2.35993719,2e-06,0xFF,0x00
"SPI","result",2.35994081,2e-06,0xFF,0x00
"SPI","result",2.35994444,2e-06,0xFF,0x00
"SPI","result",2.35994806,2e-06,0xFF,0x00
"SPI","result",2.35995175,1.9375e-06,0xFF,0x00
"SPI","result",2.35995538,1.9375e-06,0xFF,0x00
"SPI","result",2.359959,1.9375e-06,0xFF,0x00
"SPI","result",2.35996263,1.9375e-06,0xFF,0x00
"SPI","result",2.35996625,1.9375e-06,0xFF,0x00
"SPI","result",2.35996987,1.9375e-06,0xFF,0x00
"SPI","result",2.3599735,1.9375e-06,0xFF,0x00
"SPI","result",2.35997712,1.9375e-06,0xFF,0x00
"SPI","result",2.35998075,1.9375e-06,0xFF,0x00
"SPI","result",2.35998437,1.9375e-06,0xFF,0x00
"SPI","result",2.359988,1.9375e-06,0xFF,0x00
"SPI","result",2.35999163,1.9375e-06,0xFF,0x00
"SPI","result",2.35999525,1.9375e-06,0xFF,0x00
"SPI","result",2.35999888,1.9375e-06,0xFF,0x00
"SPI","result",2.3600025,1.9375e-06,0xFF,0x00
"SPI","result",2.36000612,1.9375e-06,0xFF,0x00
"SPI","result",2.36000975,1.9375e-06,0xFF,0x00
"SPI","result",2.36001337,1.9375e-06,0xFF,0x00
"SPI","result",2.360017,1.9375e-06,0xFF,0x00
"SPI","result",2.36002063,1.9375e-06,0xFF,0x00
"SPI","result",2.36002425,1.9375e-06,0xFF,0x00
"SPI","result",2.36002788,1.9375e-06,0xFF,0x00
"SPI","result",2.3600315,1.9375e-06,0xFF,0x00
"SPI","result",2.36003513,1.9375e-06,0xFF,0x00
"SPI","result",2.36003875,1.9375e-06,0xFF,0x00
"SPI","result",2.36004237,1.9375e-06,0xFF,0x00
"SPI","result",2.360046,1.9375e-06,0xFF,0x00
"SPI","result",2.36004962,1.9375e-06,0xFF,0x00
"SPI","result",2.36005325,1.9375e-06,0xFF,0x00
"SPI","result",2.36005688,1.9375e-06,0xFF,0x00
"SPI","result",2.3600605,1.9375e-06,0xFF,0x00
"SPI","result",2.36006413,1.9375e-06,0xFF,0x00
"SPI","result",2.36006775,1.9375e-06,0xFF,0x00
"SPI","result",2.36007137,1.9375e-06,0xFF,0x00
"SPI","result",2.360075,1.9375e-06,0xFF,0x00
"SPI","result",2.36007863,1.9375e-06,0xFF,0x00
"SPI","result",2.36008225,1.9375e-06,0xFF,0x00
"SPI","result",2.36008588,1.9375e-06,0xFF,0x00
"SPI","result",2.3600895,1.9375e-06,0xFF,0x00
"SPI","result",2.36009313,1.9375e-06,0xFF,0x00
"SPI","result",2.36009675,1.9375e-06,0xFF,0x00
"SPI","result",2.36010038,1.9375e-06,0xFF,0x00
"SPI","result",2.360104,1.9375e-06,0xFF,0x00
"SPI","result",2.36010762,1.9375e-06,0xFF,0x00
"SPI","result",2.36011125,1.9375e-06,0xFF,0x00
"SPI","result",2.36011487,1.9375e-06,0xFF,0x00
"SPI","result",2.3601185,1.9375e-06,0xFF,0x00
"SPI","result",2.36012213,1.9375e-06,0xFF,0x00
"SPI","result",2.36012575,1.9375e-06,0xFF,0x00
"SPI","result",2.36012938,1.9375e-06,0xFF,0x00
"SPI","result",2.360133,1.9375e-06,0xFF,0x00
"SPI","result",2.36013662,1.9375e-06,0xFF,0x00
"SPI","result",2.36014025,1.9375e-06,0xFF,0x00
"SPI","result",2.36014387,1.9375e-06,0xFF,0x00
"SPI","result",2.3601475,1.9375e-06,0xFF,0x00
"SPI","result",2.36015112,1.9375e-06,0xFF,0x00
"SPI","result",2.36015475,1.9375e-06,0xFF,0x00
"SPI","result",2.36015838,1.9375e-06,0xFF,0x00
"SPI","result",2.360162,1.9375e-06,0xFF,0x00
"SPI","result",2.36016563,1.9375e-06,0xFF,0x00
"SPI","result",2.36016925,1.9375e-06,0xFF,0x00
"SPI","result",2.36017287,1.9375e-06,0xFF,0x00
"SPI","result",2.3601765,1.9375e-06,0xFF,0x00
"SPI","result",2.36018012,1.9375e-06,0xFF,0x00
"SPI","result",2.36018375,1.9375e-06,0xFF,0x00
"SPI","result",2.36018737,1.9375e-06,0xFF,0x00
"SPI","result",2.360191,1.9375e-06,0xFF,0x00
"SPI","result",2.36019463,1.9375e-06,0xFF,0x00
"SPI","result",2.36019825,1.9375e-06,0xFF,0x00
"SPI","result",2.36020188,1.9375e-06,0xFF,0x00
"SPI","result",2.3602055,1.9375e-06,0xFF,0x00
"SPI","result",2.36020912,1.9375e-06,0xFF,0x00
"SPI","result",2.36021275,1.9375e-06,0xFF,0x00
"SPI","result",2.36021637,1.9375e-06,0xFF,0x00
"SPI","result",2.36022,1.9375e-06,0xFF,0x00
"SPI","result",2.36022363,1.9375e-06,0xFF,0x00
"SPI","result",2.36022725,1.9375e-06,0xFF,0x00
"SPI","result",2.36023088,1.9375e-06,0xFF,0x00
"SPI","result",2.3602345,1.9375e-06,0xFF,0x00
"SPI","result",2.36023812,1.9375e-06,0xFF,0x00
"SPI","result",2.36024175,1.9375e-06,0xFF,0x00
"SPI","result",2.36024537,1.9375e-06,0xFF,0x00
"SPI","result",2.360249,1.9375e-06,0xFF,0x00
"SPI","result",2.36025263,1.9375e-06,0xFF,0x00
"SPI","result",2.36025625,1.9375e-06,0xFF,0x00
"SPI","result",2.36025988,1.9375e-06,0xFF,0x00
"SPI","result",2.3602635,1.9375e-06,0xFF,0x00
"SPI","result",2.36026713,1.9375e-06,0xFF,0x00
"SPI","result",2.36027075,1.9375e-06,0xFF,0x00
"SPI","result",2.36027437,1.9375e-06,0xFF,0x00
"SPI","result",2.360278,1.9375e-06,0xFF,0x00
"SPI","result",2.36028162,1.9375e-06,0xFF,0x00
"SPI","result",2.36028525,1.9375e-06,0xFF,0x00
"SPI","result",2.36028888,1.9375e-06,0xFF,0x00
"SPI","result",2.3602925,1.9375e-06,0xFF,0x00
"SPI","result",2.36029613,1.9375e-06,0xFF,0x00
"SPI","result",2.36029975,1.9375e-06,0xFF,0x00
"SPI","result",2.36030337,1.9375e-06,0xFF,0x00
"SPI","result",2.360307,1.9375e-06,0xFF,0x00
"SPI","result",2.36031062,1.9375e-06,0xFF,0x00
"SPI","result",2.36031425,2e-06,0xFF,0x00
"SPI","result",2.36031787,2e-06,0xFF,0x00
"SPI","result",2.3603215,2e-06,0xFF,0x00
"SPI","result",2.36032513,2e-06,0xFF,0x00
"SPI","result",2.36032875,2e-06,0xFF,0x00
"SPI","result",2.36033238,2e-06,0xFF,0x00
